Category,Specialty Area,Work Role,Competency Grouping,Competency ID,Competency,KSA ID,KSA
Operate and Maintain (OM),Data Administration (DTA),Data Analyst (OM-DTA-002),Technical,C006,Computer Languages,S0130,"Skill in writing scripts using R, Python, PIG, HIVE, SQL, etc."
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Technical,C006,Computer Languages,K0529,Knowledge of scripting
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Technical,C006,Computer Languages,S0239,Skill in interpreting compiled and interpretive programming languages.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C006,Computer Languages,S0239,Skill in interpreting compiled and interpretive programming languages.
Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),Technical,C006,Computer Languages,K0014,Knowledge of complex data structures.
Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),Technical,C006,Computer Languages,K0014,Knowledge of complex data structures.
Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),Technical,C006,Computer Languages,K0016,Knowledge of computer programming principles 
Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),Technical,C006,Computer Languages,K0016,Knowledge of computer programming principles 
Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),Technical,C006,Computer Languages,K0051,"Knowledge of low-level computer languages (e.g., assembly languages)."
Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),Technical,C006,Computer Languages,K0051,"Knowledge of low-level computer languages (e.g., assembly languages)."
Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),Technical,C006,Computer Languages,K0068,Knowledge of programming language structures and logic.
Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),Technical,C006,Computer Languages,K0068,Knowledge of programming language structures and logic.
Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),Technical,C006,Computer Languages,K0139,Knowledge of interpreted and compiled computer languages.
Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),Technical,C006,Computer Languages,K0139,Knowledge of interpreted and compiled computer languages.
Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),Technical,C006,Computer Languages,K0140,Knowledge of secure coding techniques.
Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),Technical,C006,Computer Languages,K0140,Knowledge of secure coding techniques.
Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),Technical,C006,Computer Languages,S0060,"Skill in writing code in a currently supported programming language (e.g., Java, C++)."
Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),Technical,C006,Computer Languages,S0060,"Skill in writing code in a currently supported programming language (e.g., Java, C++)."
Securely Provision (SP),Systems Architecture (ARC),Enterprise Architect (SP-ARC-001),Technical,C006,Computer Languages,S0060,"Skill in writing code in a currently supported programming language (e.g., Java, C++)."
Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),Technical,C006,Computer Languages,K0139,Knowledge of interpreted and compiled computer languages.
Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),Technical,C006,Computer Languages,K0139,Knowledge of interpreted and compiled computer languages.
Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),Technical,C006,Computer Languages,S0060,"Skill in writing code in a currently supported programming language (e.g., Java, C++)."
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C006,Computer Languages,K0139,Knowledge of interpreted and compiled computer languages.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C006,Computer Languages,S0060,"Skill in writing code in a currently supported programming language (e.g., Java, C++)."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Technical,C006,Computer Languages,S0060,"Skill in writing code in a currently supported programming language (e.g., Java, C++)."
Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),Technical,C006,Computer Languages,A0044,"Ability to apply programming language structures (e.g., source code review) and logic."
Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),Technical,C006,Computer Languages,K0068,Knowledge of programming language structures and logic.
Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),Technical,C006,Computer Languages,K0139,Knowledge of interpreted and compiled computer languages.
Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),Technical,C007,Computer Network Defense,K0405,Knowledge of current computer-based intrusion sets.
Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),Technical,C007,Computer Network Defense,K0405,Knowledge of current computer-based intrusion sets.
Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),Technical,C007,Computer Network Defense,K0440,Knowledge of host-based security products and how those products affect exploitation and reduce vulnerability.
Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),Technical,C007,Computer Network Defense,K0440,Knowledge of host-based security products and how those products affect exploitation and reduce vulnerability.
Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),Technical,C007,Computer Network Defense,K0507,Knowledge of organization or partner exploitation of digital networks.
Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),Technical,C007,Computer Network Defense,K0507,Knowledge of organization or partner exploitation of digital networks.
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),Technical,C007,Computer Network Defense,K0405,Knowledge of current computer-based intrusion sets.
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),Technical,C007,Computer Network Defense,K0412,Knowledge of cyber lexicon/terminology
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),Technical,C007,Computer Network Defense,K0412,Knowledge of cyber lexicon/terminology
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),Technical,C007,Computer Network Defense,K0440,Knowledge of host-based security products and how those products affect exploitation and reduce vulnerability.
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),Technical,C007,Computer Network Defense,K0587,"Knowledge of the POC’s, databases, tools and applications necessary to establish environment preparation and surveillance products."
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),Technical,C007,Computer Network Defense,K0587,"Knowledge of the POC’s, databases, tools and applications necessary to establish environment preparation and surveillance products."
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,A0128,Ability to apply techniques for detecting host and network-based intrusions using intrusion detection technologies.
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,K0046,Knowledge of intrusion detection methodologies and techniques for detecting host and network-based intrusions.
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,K0098,Knowledge of the cyber defense Service Provider reporting structure and processes within one’s own organization.
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,K0110,"Knowledge of adversarial tactics, techniques, and procedures."
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,K0157,"Knowledge of cyber defense and information security policies, procedures, and regulations."
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,K0160,Knowledge of the common attack vectors on the network layer.
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,K0191,"Knowledge of signature implementation impact for viruses, malware, and attacks."
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,K0324,Knowledge of Intrusion Detection System (IDS)/Intrusion Prevention System (IPS) tools and applications.
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,S0020,Skill in developing and deploying signatures.
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,S0025,"Skill in detecting host and network based intrusions via intrusion detection technologies (e.g., Snort)."
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,S0096,"Skill in reading and interpreting signatures (e.g., snort)."
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,S0147,"Skill in assessing security controls based on cybersecurity principles and tenets. (e.g., CIS CSC, NIST SP 800-53, Cybersecurity Framework, etc.)."
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C007,Computer Network Defense,S0370,Skill to use cyber defense Service Provider reporting structure and processes within one’s own organization.
Protect and Defend (PR),Cyber Defense Infrastructure Support (INF),Cyber Defense Infrastructure Support Specialist (PR-INF-001),Technical,C007,Computer Network Defense,K0157,"Knowledge of cyber defense and information security policies, procedures, and regulations."
Protect and Defend (PR),Cyber Defense Infrastructure Support (INF),Cyber Defense Infrastructure Support Specialist (PR-INF-001),Technical,C007,Computer Network Defense,K0324,Knowledge of Intrusion Detection System (IDS)/Intrusion Prevention System (IPS) tools and applications.
Protect and Defend (PR),Cyber Defense Infrastructure Support (INF),Cyber Defense Infrastructure Support Specialist (PR-INF-001),Technical,C007,Computer Network Defense,S0053,Skill in tuning sensors.
